13519,county|BR.6223,facility|6223,Amari Murliganj HSC,facility_type|HSC
14628,county|BR.5857,facility|5857,Amaritha HSC,facility_type|HSC
11811,county|BR.6334,facility|6334,Amarpur Barauni HSC,facility_type|HSC
10208,county|BR.6182,facility|6182,Amarpur Darauli HSC,facility_type|HSC
9035,county|BR.5989,facility|5989,Amarpur Guraru HSC,facility_type|HSC
15362,county|BR.5811,facility|5811,Amarpur HSC,facility_type|HSC
14772,county|BR.6399,facility|6399,Amarpur Kahara(Saharsa) HSC,facility_type|HSC
9233,county|BR.5999,facility|5999,Amarpur Tekari HSC,facility_type|HSC
17933,county|BR.6216,facility|6216,Amarpura HSC,facility_type|HSC
12715,county|BR.5906,facility|5906,Amarpura Naubatpur HSC,facility_type|HSC
15967,county|BR.5909,facility|5909,Amaruan APHC,facility_type|APHC
8953,county|BR.5982,facility|5982,Amarut HSC,facility_type|HSC
15567,county|BR.6347,facility|6347,Amathua APHC,facility_type|APHC
11164,county|BR.5815,facility|5815,Amausi HSC,facility_type|HSC
17923,county|BR.6180,facility|6180,Amawa Dubey HSC,facility_type|HSC
11036,county|BR.5783,facility|5783,Amawan HSC,facility_type|HSC
8275,county|BR.6387,facility|6387,Amawan Rajauli HSC,facility_type|HSC
15510,county|BR.5950,facility|5950,Amba APHC,facility_type|APHC
15466,county|BR.5964,facility|5964,Amba HSC,facility_type|HSC
8004,county|BR.5950,facility|5950,Amba Kutumba HSC,facility_type|HSC
15244,county|BR.5837,facility|5837,Amba PHC Sahkund HSC,facility_type|HSC
7026,county|BR.6057,facility|6057,Amba Piprahi HSC,facility_type|HSC
12025,county|BR.6333,facility|6333,Amba Teghra HSC,facility_type|HSC
16495,county|BR.6285,facility|6285,Ambag APHC,facility_type|APHC
14979,county|BR.5986,facility|5986,Ambari HSC,facility_type|HSC
7759,county|BR.6094,facility|6094,Ambariya HSC,facility_type|HSC
9157,county|BR.5994,facility|5994,Ambatari HSC,facility_type|HSC
15269,county|BR.5821,facility|5821,Ambe HSC,facility_type|HSC
16046,county|BR.6203,facility|6203,Ambo Basa (New) HSC,facility_type|HSC
15286,county|BR.5844,facility|5844,Amdanda HSC,facility_type|HSC
11630,county|BR.5903,facility|5903,Amehta HSC,facility_type|HSC
11000,county|BR.5776,facility|5776,Ameth HSC,facility_type|HSC
9274,county|BR.6000,facility|6000,Amethi HSC,facility_type|HSC
15074,county|BR.6056,facility|6056,Amghatta HSC,facility_type|HSC
6549,county|BR.6078,facility|6078,Amha HSC,facility_type|HSC
9635,county|BR.6303,facility|6303,Amhara Farbisganj HSC,facility_type|HSC
12629,county|BR.5892,facility|5892,Amhara HSC,facility_type|HSC
10884,county|BR.5817,facility|5817,Amhara Lakhisarai HSC,facility_type|HSC
9514,county|BR.5886,facility|5886,Amhara Rajoun HSC,facility_type|HSC
8086,county|BR.5891,facility|5891,Amilauna HSC,facility_type|HSC
8637,county|BR.6195,facility|6195,Aminabad HSC,facility_type|HSC
15666,county|BR.5847,facility|5847,Amirganj APHC,facility_type|APHC
13444,county|BR.6189,facility|6189,"Amjad Tola, Laxmipur Bhagwati (New) HSC",facility_type|HSC
17684,county|BR.5974,facility|5974,Amjhri HSC,facility_type|HSC
12242,county|BR.6411,facility|6411,Amkhetari HSC,facility_type|HSC
9159,county|BR.5994,facility|5994,Amkola HSC,facility_type|HSC
12228,county|BR.6181,facility|6181,Amlabari HSC,facility_type|HSC
15845,county|BR.6205,facility|6205,Amlori APHC,facility_type|APHC
15328,county|BR.5855,facility|5855,Ammapali HSC,facility_type|HSC
15663,county|BR.5835,facility|5835,Ammaraj APHC,facility_type|APHC
14627,county|BR.5857,facility|5857,Ammouna HSC,facility_type|HSC
12194,county|BR.6280,facility|6280,Amnagar Ghoghrdiha HSC,facility_type|HSC
12421,county|BR.6194,facility|6194,Amnagar HSC,facility_type|HSC
13754,county|BR.6359,facility|6359,Amnaur HSC,facility_type|HSC
12487,county|BR.6165,facility|6165,Amnipatti HSC,facility_type|HSC
7743,county|BR.6174,facility|6174,Amodei HSC,facility_type|HSC
18097,county|BR.6430,facility|6430,Amoldih HSC,facility_type|HSC
15871,county|BR.6202,facility|6202,Amolwa APHC,facility_type|APHC
16497,county|BR.6285,facility|6285,Amoria APHC,facility_type|APHC
8117,county|BR.5912,facility|5912,Amouna Barun HSC,facility_type|HSC
9645,county|BR.6303,facility|6303,Amouna HSC,facility_type|HSC
12488,county|BR.6165,facility|6165,Ampur HSC,facility_type|HSC
12489,county|BR.6165,facility|6165,Ampurhar HSC,facility_type|HSC
16516,county|BR.6165,facility|6165,Ampurhat APHC,facility_type|APHC
9120,county|BR.5993,facility|5993,Amra HSC,facility_type|HSC
9090,county|BR.5992,facility|5992,Amra Konch HSC,facility_type|HSC
11615,county|BR.5884,facility|5884,Amrai Nawada HSC,facility_type|HSC
14200,county|BR.6374,facility|6374,Amrapali HSC,facility_type|HSC
15458,county|BR.5964,facility|5964,Amrath HSC,facility_type|HSC
7229,county|BR.5871,facility|5871,Amraura HSC,facility_type|HSC
17692,county|BR.5974,facility|5974,Amrawtidham HSC,facility_type|HSC
15300,county|BR.6418,facility|6418,Amri Bishanpur HSC,facility_type|HSC
6631,county|BR.6132,facility|6132,Amritchowk HSC,facility_type|HSC
7000,county|BR.6008,facility|6008,Amritpur HSC,facility_type|HSC
