BR.1,Bhagalpur Division,region|BR
BR.2,Darbhanga Division,region|BR
BR.3,Kosi Division,region|BR
BR.4,Magadh Division,region|BR
BR.5,Munger Division,region|BR
BR.6,Patna Division,region|BR
BR.7,Purnia Division,region|BR
BR.8,Saran Division,region|BR
BR.9,Tirhut Division,region|BR
